OneMax;10;24;RLS;1;0;1;25
OneMax;10;24;RLS;1;1;0;19
OneMax;10;24;RLS;1;2;0;7
OneMax;10;24;RLS;1;3;0;8
OneMax;10;24;RLS;1;4;0;5
OneMax;10;24;RLS;1;5;0;18
OneMax;10;24;RLS;1;6;0;17
OneMax;10;24;RLS;1;7;1;25
OneMax;10;24;RLS;1;8;0;12
OneMax;10;24;RLS;1;9;1;25
OneMax;10;24;RLS;1;10;0;17
OneMax;10;24;RLS;1;11;1;25
OneMax;10;24;RLS;1;12;0;16
OneMax;10;24;RLS;1;13;0;24
OneMax;10;24;RLS;1;14;0;15
OneMax;10;24;RLS;1;15;0;23
OneMax;10;24;RLS;1;16;0;19
OneMax;10;24;RLS;1;17;0;20
OneMax;10;24;RLS;1;18;0;16
OneMax;10;24;RLS;1;19;1;25
OneMax;10;24;RLS;1;20;0;17
OneMax;10;24;RLS;1;21;0;17
OneMax;10;24;RLS;1;22;1;25
OneMax;10;24;RLS;1;23;0;24
OneMax;10;24;RLS;1;24;2;25
OneMax;10;24;RLS;1;25;1;25
OneMax;10;24;RLS;1;26;0;18
OneMax;10;24;RLS;1;27;2;25
OneMax;10;24;RLS;1;28;0;9
OneMax;10;24;RLS;1;29;0;18
OneMax;10;24;RLS;1;30;1;25
OneMax;10;24;RLS;1;31;0;11
OneMax;10;24;RLS;1;32;1;25
OneMax;10;24;RLS;1;33;0;12
OneMax;10;24;RLS;1;34;1;25
OneMax;10;24;RLS;1;35;1;25
OneMax;10;24;RLS;1;36;0;21
OneMax;10;24;RLS;1;37;0;18
OneMax;10;24;RLS;1;38;0;7
OneMax;10;24;RLS;1;39;0;12
OneMax;10;24;RLS;1;40;0;14
OneMax;10;24;RLS;1;41;0;23
OneMax;10;24;RLS;1;42;0;6
OneMax;10;24;RLS;1;43;0;12
OneMax;10;24;RLS;1;44;0;24
OneMax;10;24;RLS;1;45;1;25
OneMax;10;24;RLS;1;46;2;25
OneMax;10;24;RLS;1;47;0;14
OneMax;10;24;RLS;1;48;0;14
OneMax;10;24;RLS;1;49;0;19
OneMax;10;24;RLS;1;50;0;24
OneMax;10;24;RLS;1;51;1;25
OneMax;10;24;RLS;1;52;0;22
OneMax;10;24;RLS;1;53;0;17
OneMax;10;24;RLS;1;54;1;25
OneMax;10;24;RLS;1;55;2;25
OneMax;10;24;RLS;1;56;0;13
OneMax;10;24;RLS;1;57;1;25
OneMax;10;24;RLS;1;58;1;25
OneMax;10;24;RLS;1;59;1;25
OneMax;10;24;RLS;1;60;1;25
OneMax;10;24;RLS;1;61;0;12
OneMax;10;24;RLS;1;62;0;16
OneMax;10;24;RLS;1;63;0;21
OneMax;10;24;RLS;1;64;0;16
OneMax;10;24;RLS;1;65;1;25
OneMax;10;24;RLS;1;66;1;25
OneMax;10;24;RLS;1;67;1;25
OneMax;10;24;RLS;1;68;0;20
OneMax;10;24;RLS;1;69;0;21
OneMax;10;24;RLS;1;70;1;25
OneMax;10;24;RLS;1;71;0;23
OneMax;10;24;RLS;1;72;0;12
OneMax;10;24;RLS;1;73;0;17
OneMax;10;24;RLS;1;74;1;25
OneMax;10;24;RLS;1;75;0;22
OneMax;10;24;RLS;1;76;1;25
OneMax;10;24;RLS;1;77;0;8
OneMax;10;24;RLS;1;78;0;21
OneMax;10;24;RLS;1;79;1;25
OneMax;10;24;RLS;1;80;0;14
OneMax;10;24;RLS;1;81;0;19
OneMax;10;24;RLS;1;82;0;16
OneMax;10;24;RLS;1;83;0;13
OneMax;10;24;RLS;1;84;0;12
OneMax;10;24;RLS;1;85;1;25
OneMax;10;24;RLS;1;86;0;16
OneMax;10;24;RLS;1;87;0;13
OneMax;10;24;RLS;1;88;0;13
OneMax;10;24;RLS;1;89;0;6
OneMax;10;24;RLS;1;90;0;21
OneMax;10;24;RLS;1;91;1;25
OneMax;10;24;RLS;1;92;1;25
OneMax;10;24;RLS;1;93;0;12
OneMax;10;24;RLS;1;94;0;12
OneMax;10;24;RLS;1;95;0;11
OneMax;10;24;RLS;1;96;0;20
OneMax;10;24;RLS;1;97;1;25
OneMax;10;24;RLS;1;98;0;22
OneMax;10;24;RLS;1;99;0;7
OneMax;10;47;RLS;1;0;0;11
OneMax;10;47;RLS;1;1;0;7
OneMax;10;47;RLS;1;2;0;14
OneMax;10;47;RLS;1;3;0;22
OneMax;10;47;RLS;1;4;1;48
OneMax;10;47;RLS;1;5;0;12
OneMax;10;47;RLS;1;6;0;18
OneMax;10;47;RLS;1;7;0;20
OneMax;10;47;RLS;1;8;0;3
OneMax;10;47;RLS;1;9;0;10
OneMax;10;47;RLS;1;10;0;21
OneMax;10;47;RLS;1;11;0;46
OneMax;10;47;RLS;1;12;0;14
OneMax;10;47;RLS;1;13;0;25
OneMax;10;47;RLS;1;14;0;24
OneMax;10;47;RLS;1;15;0;25
OneMax;10;47;RLS;1;16;0;12
OneMax;10;47;RLS;1;17;0;11
OneMax;10;47;RLS;1;18;0;21
OneMax;10;47;RLS;1;19;0;19
OneMax;10;47;RLS;1;20;0;46
OneMax;10;47;RLS;1;21;0;17
OneMax;10;47;RLS;1;22;0;13
OneMax;10;47;RLS;1;23;0;15
OneMax;10;47;RLS;1;24;0;17
OneMax;10;47;RLS;1;25;0;10
OneMax;10;47;RLS;1;26;0;13
OneMax;10;47;RLS;1;27;1;48
OneMax;10;47;RLS;1;28;0;37
OneMax;10;47;RLS;1;29;0;15
OneMax;10;47;RLS;1;30;0;10
OneMax;10;47;RLS;1;31;0;6
OneMax;10;47;RLS;1;32;0;8
OneMax;10;47;RLS;1;33;0;28
OneMax;10;47;RLS;1;34;0;33
OneMax;10;47;RLS;1;35;0;17
OneMax;10;47;RLS;1;36;0;9
OneMax;10;47;RLS;1;37;0;18
OneMax;10;47;RLS;1;38;0;16
OneMax;10;47;RLS;1;39;0;21
OneMax;10;47;RLS;1;40;0;32
OneMax;10;47;RLS;1;41;0;27
OneMax;10;47;RLS;1;42;0;10
OneMax;10;47;RLS;1;43;0;10
OneMax;10;47;RLS;1;44;0;14
OneMax;10;47;RLS;1;45;0;32
OneMax;10;47;RLS;1;46;0;13
OneMax;10;47;RLS;1;47;0;11
OneMax;10;47;RLS;1;48;0;43
OneMax;10;47;RLS;1;49;0;16
OneMax;10;47;RLS;1;50;0;30
OneMax;10;47;RLS;1;51;0;15
OneMax;10;47;RLS;1;52;0;15
OneMax;10;47;RLS;1;53;0;15
OneMax;10;47;RLS;1;54;0;22
OneMax;10;47;RLS;1;55;0;11
OneMax;10;47;RLS;1;56;0;38
OneMax;10;47;RLS;1;57;0;33
OneMax;10;47;RLS;1;58;0;36
OneMax;10;47;RLS;1;59;0;33
OneMax;10;47;RLS;1;60;0;13
OneMax;10;47;RLS;1;61;0;18
OneMax;10;47;RLS;1;62;0;28
OneMax;10;47;RLS;1;63;0;27
OneMax;10;47;RLS;1;64;0;23
OneMax;10;47;RLS;1;65;0;18
OneMax;10;47;RLS;1;66;0;32
OneMax;10;47;RLS;1;67;0;13
OneMax;10;47;RLS;1;68;0;33
OneMax;10;47;RLS;1;69;0;22
OneMax;10;47;RLS;1;70;0;30
OneMax;10;47;RLS;1;71;0;16
OneMax;10;47;RLS;1;72;0;19
OneMax;10;47;RLS;1;73;0;11
OneMax;10;47;RLS;1;74;0;34
OneMax;10;47;RLS;1;75;0;15
OneMax;10;47;RLS;1;76;1;48
OneMax;10;47;RLS;1;77;1;48
OneMax;10;47;RLS;1;78;0;42
OneMax;10;47;RLS;1;79;0;10
OneMax;10;47;RLS;1;80;0;37
OneMax;10;47;RLS;1;81;0;13
OneMax;10;47;RLS;1;82;0;40
OneMax;10;47;RLS;1;83;0;13
OneMax;10;47;RLS;1;84;0;14
OneMax;10;47;RLS;1;85;0;14
OneMax;10;47;RLS;1;86;0;30
OneMax;10;47;RLS;1;87;0;14
OneMax;10;47;RLS;1;88;0;16
OneMax;10;47;RLS;1;89;0;17
OneMax;10;47;RLS;1;90;0;14
OneMax;10;47;RLS;1;91;0;16
OneMax;10;47;RLS;1;92;1;48
OneMax;10;47;RLS;1;93;0;38
OneMax;10;47;RLS;1;94;0;23
OneMax;10;47;RLS;1;95;0;16
OneMax;10;47;RLS;1;96;0;25
OneMax;10;47;RLS;1;97;0;8
OneMax;10;47;RLS;1;98;0;14
OneMax;10;47;RLS;1;99;0;12
OneMax;10;24;RLS;2;0;1;25
OneMax;10;24;RLS;2;1;1;25
OneMax;10;24;RLS;2;2;3;25
OneMax;10;24;RLS;2;3;2;25
OneMax;10;24;RLS;2;4;1;25
OneMax;10;24;RLS;2;5;1;25
OneMax;10;24;RLS;2;6;1;25
OneMax;10;24;RLS;2;7;2;25
OneMax;10;24;RLS;2;8;2;25
OneMax;10;24;RLS;2;9;0;24
OneMax;10;24;RLS;2;10;0;21
OneMax;10;24;RLS;2;11;1;25
OneMax;10;24;RLS;2;12;0;7
OneMax;10;24;RLS;2;13;0;18
OneMax;10;24;RLS;2;14;2;25
OneMax;10;24;RLS;2;15;1;25
OneMax;10;24;RLS;2;16;3;25
OneMax;10;24;RLS;2;17;3;25
OneMax;10;24;RLS;2;18;1;25
OneMax;10;24;RLS;2;19;0;9
OneMax;10;24;RLS;2;20;3;25
OneMax;10;24;RLS;2;21;2;25
OneMax;10;24;RLS;2;22;2;25
OneMax;10;24;RLS;2;23;2;25
OneMax;10;24;RLS;2;24;2;25
OneMax;10;24;RLS;2;25;3;25
OneMax;10;24;RLS;2;26;1;25
OneMax;10;24;RLS;2;27;2;25
OneMax;10;24;RLS;2;28;1;25
OneMax;10;24;RLS;2;29;1;25
OneMax;10;24;RLS;2;30;3;25
OneMax;10;24;RLS;2;31;1;25
OneMax;10;24;RLS;2;32;2;25
OneMax;10;24;RLS;2;33;2;25
OneMax;10;24;RLS;2;34;3;25
OneMax;10;24;RLS;2;35;1;25
OneMax;10;24;RLS;2;36;3;25
OneMax;10;24;RLS;2;37;0;24
OneMax;10;24;RLS;2;38;3;25
OneMax;10;24;RLS;2;39;1;25
OneMax;10;24;RLS;2;40;2;25
OneMax;10;24;RLS;2;41;3;25
OneMax;10;24;RLS;2;42;1;25
OneMax;10;24;RLS;2;43;2;25
OneMax;10;24;RLS;2;44;1;25
OneMax;10;24;RLS;2;45;3;25
OneMax;10;24;RLS;2;46;0;13
OneMax;10;24;RLS;2;47;3;25
OneMax;10;24;RLS;2;48;1;25
OneMax;10;24;RLS;2;49;1;25
OneMax;10;24;RLS;2;50;2;25
OneMax;10;24;RLS;2;51;2;25
OneMax;10;24;RLS;2;52;2;25
OneMax;10;24;RLS;2;53;1;25
OneMax;10;24;RLS;2;54;0;24
OneMax;10;24;RLS;2;55;1;25
OneMax;10;24;RLS;2;56;1;25
OneMax;10;24;RLS;2;57;2;25
OneMax;10;24;RLS;2;58;2;25
OneMax;10;24;RLS;2;59;3;25
OneMax;10;24;RLS;2;60;2;25
OneMax;10;24;RLS;2;61;4;25
OneMax;10;24;RLS;2;62;2;25
OneMax;10;24;RLS;2;63;2;25
OneMax;10;24;RLS;2;64;2;25
OneMax;10;24;RLS;2;65;4;25
OneMax;10;24;RLS;2;66;2;25
OneMax;10;24;RLS;2;67;3;25
OneMax;10;24;RLS;2;68;3;25
OneMax;10;24;RLS;2;69;3;25
OneMax;10;24;RLS;2;70;2;25
OneMax;10;24;RLS;2;71;1;25
OneMax;10;24;RLS;2;72;2;25
OneMax;10;24;RLS;2;73;1;25
OneMax;10;24;RLS;2;74;2;25
OneMax;10;24;RLS;2;75;1;25
OneMax;10;24;RLS;2;76;3;25
OneMax;10;24;RLS;2;77;2;25
OneMax;10;24;RLS;2;78;2;25
OneMax;10;24;RLS;2;79;0;5
OneMax;10;24;RLS;2;80;0;15
OneMax;10;24;RLS;2;81;1;25
OneMax;10;24;RLS;2;82;0;12
OneMax;10;24;RLS;2;83;2;25
OneMax;10;24;RLS;2;84;2;25
OneMax;10;24;RLS;2;85;1;25
OneMax;10;24;RLS;2;86;2;25
