BinValue;10;24;RLS;1;0;1023;25
BinValue;10;24;RLS;1;1;1019;25
BinValue;10;24;RLS;1;2;1023;25
BinValue;10;24;RLS;1;3;895;25
BinValue;10;24;RLS;1;4;1021;25
BinValue;10;24;RLS;1;5;1023;25
BinValue;10;24;RLS;1;6;1023;25
BinValue;10;24;RLS;1;7;1023;25
BinValue;10;24;RLS;1;8;1023;25
BinValue;10;24;RLS;1;9;1023;25
BinValue;10;24;RLS;1;10;1023;25
BinValue;10;24;RLS;1;11;1023;25
BinValue;10;24;RLS;1;12;879;25
BinValue;10;24;RLS;1;13;1023;25
BinValue;10;24;RLS;1;14;1023;25
BinValue;10;24;RLS;1;15;895;25
BinValue;10;24;RLS;1;16;1023;25
BinValue;10;24;RLS;1;17;1023;25
BinValue;10;24;RLS;1;18;1023;25
BinValue;10;24;RLS;1;19;511;25
BinValue;10;24;RLS;1;20;1023;25
BinValue;10;24;RLS;1;21;1023;25
BinValue;10;24;RLS;1;22;1023;25
BinValue;10;24;RLS;1;23;1005;25
BinValue;10;24;RLS;1;24;1023;25
BinValue;10;24;RLS;1;25;1023;25
BinValue;10;24;RLS;1;26;1023;25
BinValue;10;24;RLS;1;27;1023;25
BinValue;10;24;RLS;1;28;1023;25
BinValue;10;24;RLS;1;29;1023;25
BinValue;10;24;RLS;1;30;1023;25
BinValue;10;24;RLS;1;31;1023;25
BinValue;10;24;RLS;1;32;1023;25
BinValue;10;24;RLS;1;33;1023;25
BinValue;10;24;RLS;1;34;1019;25
BinValue;10;24;RLS;1;35;1023;25
BinValue;10;24;RLS;1;36;941;25
BinValue;10;24;RLS;1;37;1023;25
BinValue;10;24;RLS;1;38;1023;25
BinValue;10;24;RLS;1;39;927;25
BinValue;10;24;RLS;1;40;991;25
BinValue;10;24;RLS;1;41;1023;25
BinValue;10;24;RLS;1;42;1023;25
BinValue;10;24;RLS;1;43;1023;25
BinValue;10;24;RLS;1;44;1021;25
BinValue;10;24;RLS;1;45;1022;25
BinValue;10;24;RLS;1;46;1019;25
BinValue;10;24;RLS;1;47;1023;25
BinValue;10;24;RLS;1;48;1007;25
BinValue;10;24;RLS;1;49;1023;25
BinValue;10;24;RLS;1;50;951;25
BinValue;10;24;RLS;1;51;1021;25
BinValue;10;24;RLS;1;52;1022;25
BinValue;10;24;RLS;1;53;959;25
BinValue;10;24;RLS;1;54;1023;25
BinValue;10;24;RLS;1;55;1007;25
BinValue;10;24;RLS;1;56;1019;25
BinValue;10;24;RLS;1;57;1023;25
BinValue;10;24;RLS;1;58;959;25
BinValue;10;24;RLS;1;59;1023;25
BinValue;10;24;RLS;1;60;1023;25
BinValue;10;24;RLS;1;61;893;25
BinValue;10;24;RLS;1;62;1023;25
BinValue;10;24;RLS;1;63;1023;25
BinValue;10;24;RLS;1;64;1023;25
BinValue;10;24;RLS;1;65;1022;25
BinValue;10;24;RLS;1;66;1023;25
BinValue;10;24;RLS;1;67;1023;25
BinValue;10;24;RLS;1;68;1023;25
BinValue;10;24;RLS;1;69;1023;25
BinValue;10;24;RLS;1;70;1007;25
BinValue;10;24;RLS;1;71;1023;25
BinValue;10;24;RLS;1;72;1023;25
BinValue;10;24;RLS;1;73;1023;25
BinValue;10;24;RLS;1;74;1023;25
BinValue;10;24;RLS;1;75;959;25
BinValue;10;24;RLS;1;76;1023;25
BinValue;10;24;RLS;1;77;1023;25
BinValue;10;24;RLS;1;78;895;25
BinValue;10;24;RLS;1;79;1023;25
BinValue;10;24;RLS;1;80;1023;25
BinValue;10;24;RLS;1;81;1023;25
BinValue;10;24;RLS;1;82;991;25
BinValue;10;24;RLS;1;83;1021;25
BinValue;10;24;RLS;1;84;1023;25
BinValue;10;24;RLS;1;85;767;25
BinValue;10;24;RLS;1;86;1023;25
BinValue;10;24;RLS;1;87;1023;25
BinValue;10;24;RLS;1;88;991;25
BinValue;10;24;RLS;1;89;1023;25
BinValue;10;24;RLS;1;90;1023;25
BinValue;10;24;RLS;1;91;1023;25
BinValue;10;24;RLS;1;92;767;25
BinValue;10;24;RLS;1;93;767;25
BinValue;10;24;RLS;1;94;1023;25
BinValue;10;24;RLS;1;95;1023;25
BinValue;10;24;RLS;1;96;1023;25
BinValue;10;24;RLS;1;97;1007;25
BinValue;10;24;RLS;1;98;1023;25
BinValue;10;24;RLS;1;99;1023;25
BinValue;10;47;RLS;1;0;1023;48
BinValue;10;47;RLS;1;1;1023;48
BinValue;10;47;RLS;1;2;1023;48
BinValue;10;47;RLS;1;3;1023;48
BinValue;10;47;RLS;1;4;1023;48
BinValue;10;47;RLS;1;5;1023;48
BinValue;10;47;RLS;1;6;1023;48
BinValue;10;47;RLS;1;7;1023;48
BinValue;10;47;RLS;1;8;1023;48
BinValue;10;47;RLS;1;9;1023;48
BinValue;10;47;RLS;1;10;1023;48
BinValue;10;47;RLS;1;11;1023;48
BinValue;10;47;RLS;1;12;1023;48
BinValue;10;47;RLS;1;13;1023;48
BinValue;10;47;RLS;1;14;1023;48
BinValue;10;47;RLS;1;15;1023;48
BinValue;10;47;RLS;1;16;1023;48
BinValue;10;47;RLS;1;17;1023;48
BinValue;10;47;RLS;1;18;1023;48
BinValue;10;47;RLS;1;19;1023;48
BinValue;10;47;RLS;1;20;1023;48
BinValue;10;47;RLS;1;21;1023;48
BinValue;10;47;RLS;1;22;1007;48
BinValue;10;47;RLS;1;23;1023;48
BinValue;10;47;RLS;1;24;1023;48
BinValue;10;47;RLS;1;25;1023;48
BinValue;10;47;RLS;1;26;1023;48
BinValue;10;47;RLS;1;27;1023;48
BinValue;10;47;RLS;1;28;1023;48
BinValue;10;47;RLS;1;29;1023;48
BinValue;10;47;RLS;1;30;1023;48
BinValue;10;47;RLS;1;31;1023;48
BinValue;10;47;RLS;1;32;1023;48
BinValue;10;47;RLS;1;33;1023;48
BinValue;10;47;RLS;1;34;1023;48
BinValue;10;47;RLS;1;35;1023;48
BinValue;10;47;RLS;1;36;1023;48
BinValue;10;47;RLS;1;37;1023;48
BinValue;10;47;RLS;1;38;1023;48
BinValue;10;47;RLS;1;39;1023;48
BinValue;10;47;RLS;1;40;1023;48
BinValue;10;47;RLS;1;41;1023;48
BinValue;10;47;RLS;1;42;1023;48
BinValue;10;47;RLS;1;43;1023;48
BinValue;10;47;RLS;1;44;1023;48
BinValue;10;47;RLS;1;45;1023;48
BinValue;10;47;RLS;1;46;1023;48
BinValue;10;47;RLS;1;47;1023;48
BinValue;10;47;RLS;1;48;1023;48
BinValue;10;47;RLS;1;49;1023;48
BinValue;10;47;RLS;1;50;1023;48
BinValue;10;47;RLS;1;51;1023;48
BinValue;10;47;RLS;1;52;1023;48
BinValue;10;47;RLS;1;53;1023;48
BinValue;10;47;RLS;1;54;1023;48
BinValue;10;47;RLS;1;55;1023;48
BinValue;10;47;RLS;1;56;959;48
BinValue;10;47;RLS;1;57;1023;48
BinValue;10;47;RLS;1;58;1023;48
BinValue;10;47;RLS;1;59;1023;48
BinValue;10;47;RLS;1;60;991;48
BinValue;10;47;RLS;1;61;1023;48
BinValue;10;47;RLS;1;62;1023;48
BinValue;10;47;RLS;1;63;1023;48
BinValue;10;47;RLS;1;64;1023;48
BinValue;10;47;RLS;1;65;1023;48
BinValue;10;47;RLS;1;66;1023;48
BinValue;10;47;RLS;1;67;1023;48
BinValue;10;47;RLS;1;68;1023;48
BinValue;10;47;RLS;1;69;1023;48
BinValue;10;47;RLS;1;70;1023;48
BinValue;10;47;RLS;1;71;1023;48
BinValue;10;47;RLS;1;72;1023;48
BinValue;10;47;RLS;1;73;1023;48
BinValue;10;47;RLS;1;74;1023;48
BinValue;10;47;RLS;1;75;991;48
BinValue;10;47;RLS;1;76;1023;48
BinValue;10;47;RLS;1;77;991;48
BinValue;10;47;RLS;1;78;1023;48
BinValue;10;47;RLS;1;79;1023;48
BinValue;10;47;RLS;1;80;1023;48
BinValue;10;47;RLS;1;81;1023;48
BinValue;10;47;RLS;1;82;1023;48
BinValue;10;47;RLS;1;83;1022;48
BinValue;10;47;RLS;1;84;1023;48
BinValue;10;47;RLS;1;85;1023;48
BinValue;10;47;RLS;1;86;1023;48
BinValue;10;47;RLS;1;87;1023;48
BinValue;10;47;RLS;1;88;1023;48
BinValue;10;47;RLS;1;89;1023;48
BinValue;10;47;RLS;1;90;1023;48
BinValue;10;47;RLS;1;91;1023;48
BinValue;10;47;RLS;1;92;1023;48
BinValue;10;47;RLS;1;93;1023;48
BinValue;10;47;RLS;1;94;1023;48
BinValue;10;47;RLS;1;95;1023;48
BinValue;10;47;RLS;1;96;1023;48
BinValue;10;47;RLS;1;97;1023;48
BinValue;10;47;RLS;1;98;1023;48
BinValue;10;47;RLS;1;99;1023;48
BinValue;10;24;RLS;2;0;1004;25
BinValue;10;24;RLS;2;1;1019;25
BinValue;10;24;RLS;2;2;957;25
BinValue;10;24;RLS;2;3;1013;25
BinValue;10;24;RLS;2;4;1016;25
BinValue;10;24;RLS;2;5;989;25
BinValue;10;24;RLS;2;6;1016;25
BinValue;10;24;RLS;2;7;1020;25
BinValue;10;24;RLS;2;8;895;25
BinValue;10;24;RLS;2;9;1019;25
